Stationsnamn;Stationsnummer;Stationsnät;Mäthöjd (meter över marken)
Dannemora;107120;SMHIs stationsnät;2.0

Parameternamn;Beskrivning;Enhet
Nederbördsmängd;summa 1 dygn, 1 gång/dygn, kl 06;millimeter

Tidsperiod (fr.o.m);Tidsperiod (t.o.m);Höjd (meter över havet);Latitud (decimalgrader);Longitud (decimalgrader)
1963-03-01 00:00:00;1981-06-30 23:59:59;41.0;60.2026;17.9049

Från Datum Tid (UTC);Till Datum Tid (UTC);Representativt dygn;Nederbördsmängd;Kvalitet;;Tidsutsnitt:
1966-07-10 06:00:01;1966-07-11 06:00:00;1966-07-10;4.1;Y
1966-07-11 06:00:01;1966-07-12 06:00:00;1966-07-11;2.4;Y
1966-07-12 06:00:01;1966-07-13 06:00:00;1966-07-12;0.3;Y
1966-07-13 06:00:01;1966-07-14 06:00:00;1966-07-13;2.1;Y
1966-07-14 06:00:01;1966-07-15 06:00:00;1966-07-14;0.0;Y
1966-07-15 06:00:01;1966-07-16 06:00:00;1966-07-15;0.0;Y
1966-07-16 06:00:01;1966-07-17 06:00:00;1966-07-16;11.0;Y
1966-07-17 06:00:01;1966-07-18 06:00:00;1966-07-17;0.0;Y
1966-07-18 06:00:01;1966-07-19 06:00:00;1966-07-18;0.0;Y
1966-07-19 06:00:01;1966-07-20 06:00:00;1966-07-19;0.0;Y
1966-07-20 06:00:01;1966-07-21 06:00:00;1966-07-20;0.0;Y
1966-07-21 06:00:01;1966-07-22 06:00:00;1966-07-21;0.0;Y
1966-07-22 06:00:01;1966-07-23 06:00:00;1966-07-22;0.0;Y
1966-07-23 06:00:01;1966-07-24 06:00:00;1966-07-23;0.0;Y
1966-07-24 06:00:01;1966-07-25 06:00:00;1966-07-24;0.0;Y
1966-07-25 06:00:01;1966-07-26 06:00:00;1966-07-25;1.0;Y
1966-07-26 06:00:01;1966-07-27 06:00:00;1966-07-26;13.0;Y
1966-07-27 06:00:01;1966-07-28 06:00:00;1966-07-27;0.0;Y
1966-07-28 06:00:01;1966-07-29 06:00:00;1966-07-28;0.0;Y
1966-07-29 06:00:01;1966-07-30 06:00:00;1966-07-29;0.0;Y
1966-07-30 06:00:01;1966-07-31 06:00:00;1966-07-30;1.3;Y
1966-07-31 06:00:01;1966-08-01 06:00:00;1966-07-31;1.0;Y
1966-08-01 06:00:01;1966-08-02 06:00:00;1966-08-01;0.2;Y
1966-08-02 06:00:01;1966-08-03 06:00:00;1966-08-02;2.0;Y
1966-08-03 06:00:01;1966-08-04 06:00:00;1966-08-03;10.0;Y
1966-08-04 06:00:01;1966-08-05 06:00:00;1966-08-04;22.0;Y
1966-08-05 06:00:01;1966-08-06 06:00:00;1966-08-05;17.0;Y
1966-08-06 06:00:01;1966-08-07 06:00:00;1966-08-06;0.2;Y
1966-08-07 06:00:01;1966-08-08 06:00:00;1966-08-07;0.5;Y
1966-08-08 06:00:01;1966-08-09 06:00:00;1966-08-08;0.0;Y
1966-08-09 06:00:01;1966-08-10 06:00:00;1966-08-09;0.0;Y
1966-08-10 06:00:01;1966-08-11 06:00:00;1966-08-10;2.0;Y
1966-08-11 06:00:01;1966-08-12 06:00:00;1966-08-11;0.0;Y
1966-08-12 06:00:01;1966-08-13 06:00:00;1966-08-12;2.0;Y
1966-08-13 06:00:01;1966-08-14 06:00:00;1966-08-13;0.0;Y
1966-08-14 06:00:01;1966-08-15 06:00:00;1966-08-14;15.9;Y
1966-08-15 06:00:01;1966-08-16 06:00:00;1966-08-15;0.7;Y
1966-08-16 06:00:01;1966-08-17 06:00:00;1966-08-16;0.0;Y
1966-08-17 06:00:01;1966-08-18 06:00:00;1966-08-17;0.0;Y
1966-08-18 06:00:01;1966-08-19 06:00:00;1966-08-18;0.0;Y
1966-08-19 06:00:01;1966-08-20 06:00:00;1966-08-19;0.0;Y
1966-08-20 06:00:01;1966-08-21 06:00:00;1966-08-20;0.0;Y
1966-08-21 06:00:01;1966-08-22 06:00:00;1966-08-21;0.0;Y
1966-08-22 06:00:01;1966-08-23 06:00:00;1966-08-22;0.0;Y
1966-08-23 06:00:01;1966-08-24 06:00:00;1966-08-23;0.0;Y
1966-08-24 06:00:01;1966-08-25 06:00:00;1966-08-24;0.0;Y
1966-08-25 06:00:01;1966-08-26 06:00:00;1966-08-25;0.0;Y
1966-08-26 06:00:01;1966-08-27 06:00:00;1966-08-26;0.0;Y
1966-08-27 06:00:01;1966-08-28 06:00:00;1966-08-27;0.0;Y
1966-08-28 06:00:01;1966-08-29 06:00:00;1966-08-28;0.0;Y
1966-08-29 06:00:01;1966-08-30 06:00:00;1966-08-29;0.0;Y
1966-08-30 06:00:01;1966-08-31 06:00:00;1966-08-30;0.0;Y
1966-08-31 06:00:01;1966-09-01 06:00:00;1966-08-31;0.0;Y
1966-09-01 06:00:01;1966-09-02 06:00:00;1966-09-01;0.5;Y
1966-09-02 06:00:01;1966-09-03 06:00:00;1966-09-02;0.4;Y
1966-09-03 06:00:01;1966-09-04 06:00:00;1966-09-03;5.0;Y
1966-09-04 06:00:01;1966-09-05 06:00:00;1966-09-04;0.0;Y
1966-09-05 06:00:01;1966-09-06 06:00:00;1966-09-05;0.6;Y
1966-09-06 06:00:01;1966-09-07 06:00:00;1966-09-06;2.2;Y
1966-09-07 06:00:01;1966-09-08 06:00:00;1966-09-07;2.9;Y
1966-09-08 06:00:01;1966-09-09 06:00:00;1966-09-08;0.3;Y
1966-09-09 06:00:01;1966-09-10 06:00:00;1966-09-09;0.5;Y
1966-09-10 06:00:01;1966-09-11 06:00:00;1966-09-10;1.2;Y
1966-09-11 06:00:01;1966-09-12 06:00:00;1966-09-11;2.7;Y
1966-09-12 06:00:01;1966-09-13 06:00:00;1966-09-12;0.4;Y
1966-09-13 06:00:01;1966-09-14 06:00:00;1966-09-13;8.7;Y
1966-09-14 06:00:01;1966-09-15 06:00:00;1966-09-14;2.4;Y
1966-09-15 06:00:01;1966-09-16 06:00:00;1966-09-15;0.5;Y
1966-09-16 06:00:01;1966-09-17 06:00:00;1966-09-16;0.0;Y
1966-09-17 06:00:01;1966-09-18 06:00:00;1966-09-17;0.2;Y
1966-09-18 06:00:01;1966-09-19 06:00:00;1966-09-18;0.0;Y
1966-09-19 06:00:01;1966-09-20 06:00:00;1966-09-19;0.0;Y
1966-09-20 06:00:01;1966-09-21 06:00:00;1966-09-20;0.0;Y
1966-09-21 06:00:01;1966-09-22 06:00:00;1966-09-21;0.0;Y
1966-09-22 06:00:01;1966-09-23 06:00:00;1966-09-22;0.0;Y
1966-09-23 06:00:01;1966-09-24 06:00:00;1966-09-23;0.0;Y
1966-09-24 06:00:01;1966-09-25 06:00:00;1966-09-24;0.5;Y
1966-09-25 06:00:01;1966-09-26 06:00:00;1966-09-25;0.0;Y
1966-09-26 06:00:01;1966-09-27 06:00:00;1966-09-26;1.0;Y
1966-09-27 06:00:01;1966-09-28 06:00:00;1966-09-27;0.0;Y
1966-09-28 06:00:01;1966-09-29 06:00:00;1966-09-28;0.0;Y
1966-09-29 06:00:01;1966-09-30 06:00:00;1966-09-29;0.0;Y
1966-09-30 06:00:01;1966-10-01 06:00:00;1966-09-30;0.0;Y
1966-10-01 06:00:01;1966-10-02 06:00:00;1966-10-01;0.0;Y
1966-10-02 06:00:01;1966-10-03 06:00:00;1966-10-02;2.8;Y
1966-10-03 06:00:01;1966-10-04 06:00:00;1966-10-03;4.0;Y
1966-10-04 06:00:01;1966-10-05 06:00:00;1966-10-04;6.8;Y
1966-10-05 06:00:01;1966-10-06 06:00:00;1966-10-05;0.0;Y
1966-10-06 06:00:01;1966-10-07 06:00:00;1966-10-06;0.0;Y
1966-10-07 06:00:01;1966-10-08 06:00:00;1966-10-07;8.1;Y
1966-10-08 06:00:01;1966-10-09 06:00:00;1966-10-08;3.0;Y
1966-10-09 06:00:01;1966-10-10 06:00:00;1966-10-09;1.0;Y
1966-10-10 06:00:01;1966-10-11 06:00:00;1966-10-10;0.0;Y
1966-10-11 06:00:01;1966-10-12 06:00:00;1966-10-11;8.6;Y
1966-10-12 06:00:01;1966-10-13 06:00:00;1966-10-12;0.5;Y
1966-10-13 06:00:01;1966-10-14 06:00:00;1966-10-13;0.0;Y
1966-10-14 06:00:01;1966-10-15 06:00:00;1966-10-14;0.0;Y
1966-10-15 06:00:01;1966-10-16 06:00:00;1966-10-15;0.0;Y
1966-10-16 06:00:01;1966-10-17 06:00:00;1966-10-16;0.0;Y
1966-10-17 06:00:01;1966-10-18 06:00:00;1966-10-17;9.7;Y
1966-10-18 06:00:01;1966-10-19 06:00:00;1966-10-18;0.0;Y
1966-10-19 06:00:01;1966-10-20 06:00:00;1966-10-19;0.0;Y
1966-10-20 06:00:01;1966-10-21 06:00:00;1966-10-20;4.2;Y
1966-10-21 06:00:01;1966-10-22 06:00:00;1966-10-21;1.2;Y
1966-10-22 06:00:01;1966-10-23 06:00:00;1966-10-22;0.0;Y
1966-10-23 06:00:01;1966-10-24 06:00:00;1966-10-23;2.9;Y
1966-10-24 06:00:01;1966-10-25 06:00:00;1966-10-24;0.8;Y
1966-10-25 06:00:01;1966-10-26 06:00:00;1966-10-25;0.0;Y
1966-10-26 06:00:01;1966-10-27 06:00:00;1966-10-26;0.0;Y
1966-10-27 06:00:01;1966-10-28 06:00:00;1966-10-27;0.0;Y
1966-10-28 06:00:01;1966-10-29 06:00:00;1966-10-28;0.0;Y
1966-10-29 06:00:01;1966-10-30 06:00:00;1966-10-29;0.0;Y
1966-10-30 06:00:01;1966-10-31 06:00:00;1966-10-30;0.0;Y
1966-10-31 06:00:01;1966-11-01 06:00:00;1966-10-31;0.3;Y
1966-11-01 06:00:01;1966-11-02 06:00:00;1966-11-01;3.2;Y
1966-11-02 06:00:01;1966-11-03 06:00:00;1966-11-02;0.0;Y
1966-11-03 06:00:01;1966-11-04 06:00:00;1966-11-03;0.0;Y
1966-11-04 06:00:01;1966-11-05 06:00:00;1966-11-04;16.0;Y
1966-11-05 06:00:01;1966-11-06 06:00:00;1966-11-05;1.2;Y
1966-11-06 06:00:01;1966-11-07 06:00:00;1966-11-06;0.0;Y
1966-11-07 06:00:01;1966-11-08 06:00:00;1966-11-07;0.0;Y
1966-11-08 06:00:01;1966-11-09 06:00:00;1966-11-08;0.0;Y
1966-11-09 06:00:01;1966-11-10 06:00:00;1966-11-09;0.1;Y
1966-11-10 06:00:01;1966-11-11 06:00:00;1966-11-10;6.8;Y
1966-11-11 06:00:01;1966-11-12 06:00:00;1966-11-11;0.0;Y
1966-11-12 06:00:01;1966-11-13 06:00:00;1966-11-12;0.0;Y
1966-11-13 06:00:01;1966-11-14 06:00:00;1966-11-13;1.5;Y
1966-11-14 06:00:01;1966-11-15 06:00:00;1966-11-14;0.4;Y
1966-11-15 06:00:01;1966-11-16 06:00:00;1966-11-15;1.5;Y
1966-11-16 06:00:01;1966-11-17 06:00:00;1966-11-16;0.9;Y
1966-11-17 06:00:01;1966-11-18 06:00:00;1966-11-17;5.8;Y
1966-11-18 06:00:01;1966-11-19 06:00:00;1966-11-18;2.0;Y
1966-11-19 06:00:01;1966-11-20 06:00:00;1966-11-19;0.0;Y
1966-11-20 06:00:01;1966-11-21 06:00:00;1966-11-20;5.9;Y
1966-11-21 06:00:01;1966-11-22 06:00:00;1966-11-21;1.4;Y
1966-11-22 06:00:01;1966-11-23 06:00:00;1966-11-22;10.7;Y
1966-11-23 06:00:01;1966-11-24 06:00:00;1966-11-23;0.5;Y
1966-11-24 06:00:01;1966-11-25 06:00:00;1966-11-24;0.2;Y
1966-11-25 06:00:01;1966-11-26 06:00:00;1966-11-25;0.0;Y
1966-11-26 06:00:01;1966-11-27 06:00:00;1966-11-26;0.0;Y
1966-11-27 06:00:01;1966-11-28 06:00:00;1966-11-27;2.5;Y
1966-11-28 06:00:01;1966-11-29 06:00:00;1966-11-28;3.1;Y
1966-11-29 06:00:01;1966-11-30 06:00:00;1966-11-29;8.4;Y
1966-11-30 06:00:01;1966-12-01 06:00:00;1966-11-30;2.7;Y
1966-12-01 06:00:01;1966-12-02 06:00:00;1966-12-01;4.2;Y
1966-12-02 06:00:01;1966-12-03 06:00:00;1966-12-02;4.8;Y
1966-12-03 06:00:01;1966-12-04 06:00:00;1966-12-03;0.2;Y
1966-12-04 06:00:01;1966-12-05 06:00:00;1966-12-04;0.0;Y
1966-12-05 06:00:01;1966-12-06 06:00:00;1966-12-05;0.7;Y
1966-12-06 06:00:01;1966-12-07 06:00:00;1966-12-06;0.8;Y
1966-12-07 06:00:01;1966-12-08 06:00:00;1966-12-07;0.0;Y
1966-12-08 06:00:01;1966-12-09 06:00:00;1966-12-08;3.3;Y
1966-12-09 06:00:01;1966-12-10 06:00:00;1966-12-09;17.3;Y
1966-12-10 06:00:01;1966-12-11 06:00:00;1966-12-10;5.1;Y
1966-12-11 06:00:01;1966-12-12 06:00:00;1966-12-11;10.0;Y
1966-12-12 06:00:01;1966-12-13 06:00:00;1966-12-12;4.2;Y
1966-12-13 06:00:01;1966-12-14 06:00:00;1966-12-13;9.4;Y
1966-12-14 06:00:01;1966-12-15 06:00:00;1966-12-14;2.8;Y
1966-12-15 06:00:01;1966-12-16 06:00:00;1966-12-15;2.8;Y
1966-12-16 06:00:01;1966-12-17 06:00:00;1966-12-16;2.9;Y
1966-12-17 06:00:01;1966-12-18 06:00:00;1966-12-17;11.5;Y
1966-12-18 06:00:01;1966-12-19 06:00:00;1966-12-18;15.9;Y
1966-12-19 06:00:01;1966-12-20 06:00:00;1966-12-19;0.0;Y
1966-12-20 06:00:01;1966-12-21 06:00:00;1966-12-20;0.0;Y
1966-12-21 06:00:01;1966-12-22 06:00:00;1966-12-21;0.0;Y
1966-12-22 06:00:01;1966-12-23 06:00:00;1966-12-22;0.2;Y
1966-12-23 06:00:01;1966-12-24 06:00:00;1966-12-23;0.2;Y
1966-12-24 06:00:01;1966-12-25 06:00:00;1966-12-24;2.0;Y
1966-12-25 06:00:01;1966-12-26 06:00:00;1966-12-25;0.0;Y
1966-12-26 06:00:01;1966-12-27 06:00:00;1966-12-26;0.0;Y
1966-12-27 06:00:01;1966-12-28 06:00:00;1966-12-27;1.5;Y
1966-12-28 06:00:01;1966-12-29 06:00:00;1966-12-28;0.7;Y
1966-12-29 06:00:01;1966-12-30 06:00:00;1966-12-29;5.1;Y
1966-12-30 06:00:01;1966-12-31 06:00:00;1966-12-30;10.0;Y
1966-12-31 06:00:01;1967-01-01 06:00:00;1966-12-31;2.0;Y
1967-01-01 06:00:01;1967-01-02 06:00:00;1967-01-01;2.2;Y
1967-01-02 06:00:01;1967-01-03 06:00:00;1967-01-02;3.7;Y
1967-01-03 06:00:01;1967-01-04 06:00:00;1967-01-03;0.9;Y
1967-01-04 06:00:01;1967-01-05 06:00:00;1967-01-04;0.0;Y
1967-01-05 06:00:01;1967-01-06 06:00:00;1967-01-05;0.4;Y
1967-01-06 06:00:01;1967-01-07 06:00:00;1967-01-06;3.1;Y
1967-01-07 06:00:01;1967-01-08 06:00:00;1967-01-07;0.6;Y
1967-01-08 06:00:01;1967-01-09 06:00:00;1967-01-08;2.0;Y
1967-01-09 06:00:01;1967-01-10 06:00:00;1967-01-09;1.3;Y
1967-01-10 06:00:01;1967-01-11 06:00:00;1967-01-10;0.9;Y
1967-01-11 06:00:01;1967-01-12 06:00:00;1967-01-11;0.5;Y
1967-01-12 06:00:01;1967-01-13 06:00:00;1967-01-12;0.2;Y
1967-01-13 06:00:01;1967-01-14 06:00:00;1967-01-13;7.4;Y
1967-01-14 06:00:01;1967-01-15 06:00:00;1967-01-14;0.0;Y
1967-01-15 06:00:01;1967-01-16 06:00:00;1967-01-15;0.0;Y
1967-01-16 06:00:01;1967-01-17 06:00:00;1967-01-16;0.0;Y
1967-01-17 06:00:01;1967-01-18 06:00:00;1967-01-17;0.0;Y
1967-01-18 06:00:01;1967-01-19 06:00:00;1967-01-18;0.8;Y
1967-01-19 06:00:01;1967-01-20 06:00:00;1967-01-19;0.0;Y
1967-01-20 06:00:01;1967-01-21 06:00:00;1967-01-20;0.2;Y
1967-01-21 06:00:01;1967-01-22 06:00:00;1967-01-21;0.0;Y
1967-01-22 06:00:01;1967-01-23 06:00:00;1967-01-22;0.0;Y
1967-01-23 06:00:01;1967-01-24 06:00:00;1967-01-23;0.0;Y
1967-01-24 06:00:01;1967-01-25 06:00:00;1967-01-24;0.0;Y
1967-01-25 06:00:01;1967-01-26 06:00:00;1967-01-25;0.0;Y
1967-01-26 06:00:01;1967-01-27 06:00:00;1967-01-26;0.8;Y
1967-01-27 06:00:01;1967-01-28 06:00:00;1967-01-27;0.0;Y
1967-01-28 06:00:01;1967-01-29 06:00:00;1967-01-28;4.8;Y
1967-01-29 06:00:01;1967-01-30 06:00:00;1967-01-29;0.6;Y
1967-01-30 06:00:01;1967-01-31 06:00:00;1967-01-30;0.2;Y
1967-01-31 06:00:01;1967-02-01 06:00:00;1967-01-31;10.2;Y
1967-02-01 06:00:01;1967-02-02 06:00:00;1967-02-01;6.1;Y
1967-02-02 06:00:01;1967-02-03 06:00:00;1967-02-02;0.3;Y
1967-02-03 06:00:01;1967-02-04 06:00:00;1967-02-03;3.8;Y
1967-02-04 06:00:01;1967-02-05 06:00:00;1967-02-04;0.1;Y
1967-02-05 06:00:01;1967-02-06 06:00:00;1967-02-05;0.0;Y
1967-02-06 06:00:01;1967-02-07 06:00:00;1967-02-06;0.1;Y
1967-02-07 06:00:01;1967-02-08 06:00:00;1967-02-07;0.0;Y
1967-02-08 06:00:01;1967-02-09 06:00:00;1967-02-08;0.0;Y
1967-02-09 06:00:01;1967-02-10 06:00:00;1967-02-09;0.0;Y
1967-02-10 06:00:01;1967-02-11 06:00:00;1967-02-10;0.0;Y
1967-02-11 06:00:01;1967-02-12 06:00:00;1967-02-11;0.0;Y
1967-02-12 06:00:01;1967-02-13 06:00:00;1967-02-12;0.0;Y
1967-02-13 06:00:01;1967-02-14 06:00:00;1967-02-13;0.0;Y
1967-02-14 06:00:01;1967-02-15 06:00:00;1967-02-14;0.0;Y
1967-02-15 06:00:01;1967-02-16 06:00:00;1967-02-15;0.0;Y
1967-02-16 06:00:01;1967-02-17 06:00:00;1967-02-16;0.0;Y
1967-02-17 06:00:01;1967-02-18 06:00:00;1967-02-17;0.0;Y
1967-02-18 06:00:01;1967-02-19 06:00:00;1967-02-18;0.3;Y
1967-02-19 06:00:01;1967-02-20 06:00:00;1967-02-19;0.0;Y
1967-02-20 06:00:01;1967-02-21 06:00:00;1967-02-20;2.8;Y
1967-02-21 06:00:01;1967-02-22 06:00:00;1967-02-21;2.1;Y
1967-02-22 06:00:01;1967-02-23 06:00:00;1967-02-22;0.5;Y
1967-02-23 06:00:01;1967-02-24 06:00:00;1967-02-23;8.2;Y
1967-02-24 06:00:01;1967-02-25 06:00:00;1967-02-24;8.9;Y
1967-02-25 06:00:01;1967-02-26 06:00:00;1967-02-25;0.5;Y
1967-02-26 06:00:01;1967-02-27 06:00:00;1967-02-26;1.8;Y
1967-02-27 06:00:01;1967-02-28 06:00:00;1967-02-27;0.3;Y
1967-02-28 06:00:01;1967-03-01 06:00:00;1967-02-28;12.9;Y
1967-03-01 06:00:01;1967-03-02 06:00:00;1967-03-01;0.0;Y
1967-03-02 06:00:01;1967-03-03 06:00:00;1967-03-02;0.0;Y
1967-03-03 06:00:01;1967-03-04 06:00:00;1967-03-03;0.0;Y
1967-03-04 06:00:01;1967-03-05 06:00:00;1967-03-04;0.0;Y
1967-03-05 06:00:01;1967-03-06 06:00:00;1967-03-05;1.1;Y
1967-03-06 06:00:01;1967-03-07 06:00:00;1967-03-06;0.0;Y
1967-03-07 06:00:01;1967-03-08 06:00:00;1967-03-07;0.0;Y
1967-03-08 06:00:01;1967-03-09 06:00:00;1967-03-08;0.0;Y
1967-03-09 06:00:01;1967-03-10 06:00:00;1967-03-09;0.6;Y
1967-03-10 06:00:01;1967-03-11 06:00:00;1967-03-10;1.3;Y
1967-03-11 06:00:01;1967-03-12 06:00:00;1967-03-11;0.0;Y
1967-03-12 06:00:01;1967-03-13 06:00:00;1967-03-12;0.8;Y
1967-03-13 06:00:01;1967-03-14 06:00:00;1967-03-13;0.3;Y
1967-03-14 06:00:01;1967-03-15 06:00:00;1967-03-14;0.6;Y
1967-03-15 06:00:01;1967-03-16 06:00:00;1967-03-15;0.0;Y
1967-03-16 06:00:01;1967-03-17 06:00:00;1967-03-16;2.6;Y
1967-03-17 06:00:01;1967-03-18 06:00:00;1967-03-17;0.3;Y
1967-03-18 06:00:01;1967-03-19 06:00:00;1967-03-18;0.5;Y
1967-03-19 06:00:01;1967-03-20 06:00:00;1967-03-19;0.5;Y
1967-03-20 06:00:01;1967-03-21 06:00:00;1967-03-20;0.4;Y
1967-03-21 06:00:01;1967-03-22 06:00:00;1967-03-21;0.0;Y
1967-03-22 06:00:01;1967-03-23 06:00:00;1967-03-22;0.3;Y
1967-03-23 06:00:01;1967-03-24 06:00:00;1967-03-23;0.0;Y
1967-03-24 06:00:01;1967-03-25 06:00:00;1967-03-24;0.0;Y
1967-03-25 06:00:01;1967-03-26 06:00:00;1967-03-25;0.4;Y
1967-03-26 06:00:01;1967-03-27 06:00:00;1967-03-26;2.3;Y
1967-03-27 06:00:01;1967-03-28 06:00:00;1967-03-27;0.0;Y
1967-03-28 06:00:01;1967-03-29 06:00:00;1967-03-28;6.6;Y
1967-03-29 06:00:01;1967-03-30 06:00:00;1967-03-29;0.0;Y
1967-03-30 06:00:01;1967-03-31 06:00:00;1967-03-30;0.9;Y
1967-03-31 06:00:01;1967-04-01 06:00:00;1967-03-31;0.2;Y
1967-04-01 06:00:01;1967-04-02 06:00:00;1967-04-01;0.0;Y
1967-04-02 06:00:01;1967-04-03 06:00:00;1967-04-02;0.0;Y
1967-04-03 06:00:01;1967-04-04 06:00:00;1967-04-03;0.0;Y
1967-04-04 06:00:01;1967-04-05 06:00:00;1967-04-04;0.0;Y
1967-04-05 06:00:01;1967-04-06 06:00:00;1967-04-05;0.0;Y
1967-04-06 06:00:01;1967-04-07 06:00:00;1967-04-06;0.9;Y
1967-04-07 06:00:01;1967-04-08 06:00:00;1967-04-07;0.0;Y
1967-04-08 06:00:01;1967-04-09 06:00:00;1967-04-08;0.0;Y
1967-04-09 06:00:01;1967-04-10 06:00:00;1967-04-09;2.4;Y
1967-04-10 06:00:01;1967-04-11 06:00:00;1967-04-10;0.3;Y
1967-04-11 06:00:01;1967-04-12 06:00:00;1967-04-11;0.0;Y
1967-04-12 06:00:01;1967-04-13 06:00:00;1967-04-12;0.0;Y
1967-04-13 06:00:01;1967-04-14 06:00:00;1967-04-13;0.0;Y
1967-04-14 06:00:01;1967-04-15 06:00:00;1967-04-14;0.0;Y
1967-04-15 06:00:01;1967-04-16 06:00:00;1967-04-15;0.0;Y
1967-04-16 06:00:01;1967-04-17 06:00:00;1967-04-16;0.0;Y
1967-04-17 06:00:01;1967-04-18 06:00:00;1967-04-17;2.5;Y
1967-04-18 06:00:01;1967-04-19 06:00:00;1967-04-18;0.0;Y
1967-04-19 06:00:01;1967-04-20 06:00:00;1967-04-19;0.6;Y
1967-04-20 06:00:01;1967-04-21 06:00:00;1967-04-20;7.2;Y
1967-04-21 06:00:01;1967-04-22 06:00:00;1967-04-21;0.6;Y
1967-04-22 06:00:01;1967-04-23 06:00:00;1967-04-22;0.0;Y
1967-04-23 06:00:01;1967-04-24 06:00:00;1967-04-23;0.0;Y
1967-04-24 06:00:01;1967-04-25 06:00:00;1967-04-24;0.0;Y
1967-04-25 06:00:01;1967-04-26 06:00:00;1967-04-25;0.0;Y
1967-04-26 06:00:01;1967-04-27 06:00:00;1967-04-26;0.0;Y
1967-04-27 06:00:01;1967-04-28 06:00:00;1967-04-27;0.0;Y
1967-04-28 06:00:01;1967-04-29 06:00:00;1967-04-28;0.0;Y
1967-04-29 06:00:01;1967-04-30 06:00:00;1967-04-29;0.0;Y
1967-04-30 06:00:01;1967-05-01 06:00:00;1967-04-30;7.9;Y
1967-05-01 06:00:01;1967-05-02 06:00:00;1967-05-01;2.2;Y
1967-05-02 06:00:01;1967-05-03 06:00:00;1967-05-02;6.8;Y
1967-05-03 06:00:01;1967-05-04 06:00:00;1967-05-03;0.0;Y
1967-05-04 06:00:01;1967-05-05 06:00:00;1967-05-04;1.6;Y
1967-05-05 06:00:01;1967-05-06 06:00:00;1967-05-05;0.0;Y
1967-05-06 06:00:01;1967-05-07 06:00:00;1967-05-06;2.4;Y
1967-05-07 06:00:01;1967-05-08 06:00:00;1967-05-07;1.7;Y
1967-05-08 06:00:01;1967-05-09 06:00:00;1967-05-08;0.0;Y
1967-05-09 06:00:01;1967-05-10 06:00:00;1967-05-09;0.4;Y
1967-05-10 06:00:01;1967-05-11 06:00:00;1967-05-10;1.3;Y
1967-05-11 06:00:01;1967-05-12 06:00:00;1967-05-11;0.0;Y
1967-05-12 06:00:01;1967-05-13 06:00:00;1967-05-12;0.0;Y
1967-05-13 06:00:01;1967-05-14 06:00:00;1967-05-13;6.3;Y
1967-05-14 06:00:01;1967-05-15 06:00:00;1967-05-14;12.4;Y
1967-05-15 06:00:01;1967-05-16 06:00:00;1967-05-15;0.0;Y
1967-05-16 06:00:01;1967-05-17 06:00:00;1967-05-16;1.8;Y
1967-05-17 06:00:01;1967-05-18 06:00:00;1967-05-17;0.8;Y
1967-05-18 06:00:01;1967-05-19 06:00:00;1967-05-18;17.7;Y
1967-05-19 06:00:01;1967-05-20 06:00:00;1967-05-19;1.2;Y
1967-05-20 06:00:01;1967-05-21 06:00:00;1967-05-20;0.5;Y
1967-05-21 06:00:01;1967-05-22 06:00:00;1967-05-21;0.5;Y
1967-05-22 06:00:01;1967-05-23 06:00:00;1967-05-22;0.0;Y
1967-05-23 06:00:01;1967-05-24 06:00:00;1967-05-23;0.9;Y
1967-05-24 06:00:01;1967-05-25 06:00:00;1967-05-24;13.9;Y
1967-05-25 06:00:01;1967-05-26 06:00:00;1967-05-25;1.8;Y
1967-05-26 06:00:01;1967-05-27 06:00:00;1967-05-26;2.2;Y
1967-05-27 06:00:01;1967-05-28 06:00:00;1967-05-27;4.3;Y
1967-05-28 06:00:01;1967-05-29 06:00:00;1967-05-28;0.0;Y
1967-05-29 06:00:01;1967-05-30 06:00:00;1967-05-29;0.0;Y
1967-05-30 06:00:01;1967-05-31 06:00:00;1967-05-30;0.0;Y
1967-05-31 06:00:01;1967-06-01 06:00:00;1967-05-31;0.0;Y
1967-06-01 06:00:01;1967-06-02 06:00:00;1967-06-01;0.0;Y
1967-06-02 06:00:01;1967-06-03 06:00:00;1967-06-02;0.0;Y
1967-06-03 06:00:01;1967-06-04 06:00:00;1967-06-03;0.0;Y
1967-06-04 06:00:01;1967-06-05 06:00:00;1967-06-04;3.3;Y
1967-06-05 06:00:01;1967-06-06 06:00:00;1967-06-05;2.0;Y
1967-06-06 06:00:01;1967-06-07 06:00:00;1967-06-06;0.0;Y
1967-06-07 06:00:01;1967-06-08 06:00:00;1967-06-07;4.3;Y
1967-06-08 06:00:01;1967-06-09 06:00:00;1967-06-08;14.1;Y
1967-06-09 06:00:01;1967-06-10 06:00:00;1967-06-09;4.1;Y
1967-06-10 06:00:01;1967-06-11 06:00:00;1967-06-10;0.3;Y
1967-06-11 06:00:01;1967-06-12 06:00:00;1967-06-11;0.0;Y
1967-06-12 06:00:01;1967-06-13 06:00:00;1967-06-12;0.0;Y
1967-06-13 06:00:01;1967-06-14 06:00:00;1967-06-13;0.0;Y
1967-06-14 06:00:01;1967-06-15 06:00:00;1967-06-14;0.0;Y
1967-06-15 06:00:01;1967-06-16 06:00:00;1967-06-15;0.0;Y
1967-06-16 06:00:01;1967-06-17 06:00:00;1967-06-16;0.0;Y
